Loading HierarchicalGraph from /home/tuero/Documents/cmput-658/a3/PRAStar/scenarios/wc3maps512/bootybay.hierarchical_graph.nop
Solution from (263,268), to (265,270). Optimal cost: 2.82843, Found cost: 3.41421, Expanded: 18, Generated: 55, Total duration: 5.739e-05, First move duration: 5.739e-05
Solution from (319,399), to (321,397). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 10, Generated: 19, Total duration: 2.842e-05, First move duration: 2.842e-05
Solution from (240,231), to (241,230). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 8, Generated: 8, Total duration: 1.8482e-05, First move duration: 1.8482e-05
Solution from (288,260), to (285,259). Optimal cost: 3.41421, Found cost: 3.41421, Expanded: 14, Generated: 38, Total duration: 3.8526e-05, First move duration: 3.8526e-05
Solution from (275,254), to (278,254). Optimal cost: 3, Found cost: 3, Expanded: 11, Generated: 22, Total duration: 2.736e-05, First move duration: 2.736e-05
Solution from (396,194), to (396,192). Optimal cost: 2, Found cost: 2, Expanded: 10, Generated: 18, Total duration: 2.5348e-05, First move duration: 2.5348e-05
Solution from (439,180), to (441,180). Optimal cost: 2, Found cost: 2, Expanded: 10, Generated: 19, Total duration: 2.6349e-05, First move duration: 2.6349e-05
Solution from (403,141), to (402,142). Optimal cost: 1.41421, Found cost: 1.41421, Expanded: 10, Generated: 18, Total duration: 2.6601e-05, First move duration: 2.6601e-05
Solution from (275,243), to (276,243). Optimal cost: 1, Found cost: 1, Expanded: 8, Generated: 8, Total duration: 1.9274e-05, First move duration: 1.9274e-05
Solution from (274,388), to (272,390). Optimal cost: 2.82843, Found cost: 2.82843, Expanded: 11, Generated: 28, Total duration: 3.2396e-05, First move duration: 3.2396e-05
Solution from (216,348), to (212,344). Optimal cost: 5.65685, Found cost: 5.65685, Expanded: 18, Generated: 70, Total duration: 6.1021e-05, First move duration: 6.1021e-05
